"LN","Price","STAT","Address","AR","City","CNTY","BR","BAF","BAH","YR","ZIP","ELEM","MS","HS","LA - Agt Name","LA - Phone"
"8119019","$990,000","A","245 Pineland","21","Atlanta","Fulton","3","3","0","1949","30342-4018","Jackson","Sutton","N Atl","Debra A Johnston","Phone: 404-312-1959"
"8117754","$995,000","A","8901 N Island Ferry Rd","121","Sandy Springs","Fulton","4","3","1","1970","30350","Dunwdy Sp","Sndy Sprg","N Springs","Neal Heery","Phone: 404-974-4388"
"8136166","$995,000","A","190 Alberta Dr","21","Atlanta","Fulton","4","4","0","1944","30305","Smith","Sutton","N Atl","Shanna Bradley","Phone: 4048086295"
"8136176","$995,000","A","3405 Roswell Rd","21","Atlanta","Fulton","4","4","0","2017","30305","Smith","Sutton","N Atl","Shanna Bradley","Phone: 4048086295"
"8123120","$995,000","A","8810 Colonial Pl","221","Duluth","Forsyth","6","6","0","2003","30097","Johns Crk","Riverwatch","Lambert","Kim Parmenter","Phone: 678-462-2246"
"8123437","$995,000","A","6396 Nichols Rd","265","Flowery Branch","Hall","5","4","0","1958","30542-2619","Flowery Br","Wt Hall","West Hall","Jerry Guhl","Phone: 6785714812ext. 2775"
"8121328","$995,000","A","1470 Redd Rd","13","Milton","Fulton","3","4","0","1988","30004","Summit Hll","Northwstrn","Cambridge","Catherine J Adams","Phone: 6784887568ext. 0"
"8117923","$998,788","A","8325 St Marlo Fairway Dr","221","Duluth","Forsyth","5","6","1","1999","30097-1675","Johns Crk","Riverwatch","Lambert","Tracy Sardelli","Phone: 770-442-7300"
"8121781","$998,880","A","2350 Manor Creek Ct","221","Cumming","Forsyth","5","5","1","2007","30041","Big Creek","S Forsyth","Lambert","Carol Moson","Phone: 678-784-4289"
"8123099","$999,000","A","3750 Narmore Dr","21","Atlanta","Fulton","4","4","1","1950","30319-1256","Smith","Sutton","N Atl","Bonneau Ansley","Phone: 404-906-3161"
"8123418","$999,000","A","115 Beaver Ct","111","Waleska","Cherokee","5","4","1","2006","30183","R M Moore","Teasley","Cherokee","Alex McGraw","Phone: 678-642-8227"
"8137082","$999,000","A","2124 Oakawana Rd","52","Atlanta","DeKalb","6","5","0","2016","30345","Oak Grove","Henderson","Lakeside","John Mangham","Phone: 4048721031"
"8125764","$999,000","A","155 Golf Link Vw","13","Milton","Fulton","6","6","1","2003","30004-8274","Birm Falls","Northwstrn","Cambridge","Melissa L Swayne","Phone: 770-475-0505"
"8125239","$1,000,000","A","6274 Woodlake Dr","62","Buford","Gwinnett","4","3","1","1989","30518","White Oak","Lanier","Lanier","Rhonda Duffy","Phone: 6783183613"
"8129878","$1,045,000","A","1200 Windsor Estates","82","Marietta","Cobb","4","4","1","2017","30062","East Side","Dodgen","Walton","Brenda Beshara","Phone: 4045808248"
"8118679","$1,049,000","A","4366 Oglethorpe Loop","74","Acworth","Cobb","5","5","3","2006","30101-9533","Pickett Ml","Durham","Allatoona","Jeill Howell","Phone: 6787431669"
"8127278","$1,055,000","A","3110 Brandy Station","71","Atlanta","Cobb","5","5","0","1980","30339-4406","Teasley","Campbell","Campbell","Sandra Bennett","Phone: 404-240-2768"
"8115760","$1,059,900","A","1028 Summit View Ln","13","Milton","Fulton","5","5","1","2017","30004","Summit Hll","Hopewell","Cambridge","Susi Oconnor","Phone: 6789868331"
"8116669","$1,075,000","A","4522 Shirley Rd","262","Gainesville","Hall","5","4","1","2017","30506","Mt Vernon","NHall","North Hall","Beverly Knight","Phone: 770-536-4416"
"8113627","$1,075,000","A","302 White Springs Ln","171","Peachtree city","Fayette","6","6","1","2001","30269","Crabapple","Booth","Mcintosh","Robin L Anderson","Phone: 404-202-1782"
"8118254","$1,090,000","A","2565 Winter Haven Ln","82","Marietta","Cobb","6","6","1","2017","30062","East Side","Dodgen","Walton","Rupinder Gill","Phone: 678-833-4111"
"8125680","$1,100,000","A","1054 Oakdale Rd","52","Atlanta","DeKalb","5","4","0","1927","30307-1214","Fernbank","Druid Hill","Druid Hlls","Niki Paris","Phone: 404-377-2869"
"8125562","$1,125,000","A","4116 East Brookhaven Dr","21","Atlanta","Fulton","5","4","1","1998","30319","Smith","Sutton","N Atl","Matthew J Brock","Phone: 6784719835"
"8122786","$1,125,000","A","107 Gateside Courts","83","Marietta","Cobb","5","4","1","1995","30067-4088","Sope Creek","Dickerson","Walton","Melissa Malmberg","Phone: 404-457-5642"
"8117369","$1,125,000","A","3750 Schooner Ridge","14","Alpharetta","Fulton","5","5","1","1989","30005","Lk Windwrd","Webb Br","Alpharetta","Amy T Lynn","Phone: 678-488-1540"
"8118794","$1,125,000","A","929 St Lyonn Cts","83","Marietta","Cobb","5","5","1","1998","30068","Mt Bethel","Dickerson","Walton","Lori Greenwald","Offc: 770-509-0700"
"8128722","$1,145,000","A","1319 Marietta Country Club Dr","74","Kennesaw","Cobb","5","6","1","2003","30152-4731","Hayes","Pine Mnt","Knnsaw Mtn","Kathryn Middleton","Phone: 770-873-4207"
"8125029","$1,149,500","A","205 Skyridge Dr","121","Sandy Springs","Fulton","6","5","1","2006","30350","Dunwdy Sp","Sndy Sprg","N Springs","Lindsay Levin","Phone: 404-667-3232"
"8119027","$1,150,000","A","11600 Mountain Park Rd","13","Roswell","Fulton","5","5","1","1994","30075","Mtn Park","Crabapple","Roswell","James Gibson","Phone: 770-605-2080"
"8114482","$1,150,000","A","5517 Mainsail Way","263","Gainesville","Hall","4","3","1","2007","30504","Oakwood","Wt Hall","West Hall","Gloria Saucier","Phone: 770-883-7366"
"8125729","$1,170,000","A","1356 Springdale Rd","52","Atlanta","DeKalb","6","4","1","2016","30306","Fernbank","Druid Hill","Druid Hlls","Hallie R Chasen","Phone: 4042714635"
"8114987","$1,179,000","A","820 Stone Edge Ct","83","Marietta","Cobb","5","5","1","2017","30067","East Side","Dickerson","Walton","Brian McDaniel","Phone: 678-337-3517"
"8113909","$1,195,000","A","4231 Potters Walk","21","Atlanta","Fulton","6","5","0","2000","30342-3454","Smith","Sutton","N Atl","Sherry Wren","Phone: 404-869-7487"
"8124262","$1,195,000","A","3060 Brown Point Pl","83","Marietta","Cobb","6","6","3","2008","30068-5320","East Side","Dodgen","Walton","Crystal L Sloan","Phone: 404-395-4366"
"8126314","$1,198,300","A","115 Newhaven Dr","171","Fayetteville","Fayette","6","5","2","2005","30215-2391","Braelinn","Rising St","Strrs Mill","Win Wilson","Phone: 678-643-9944"
"8126544","$1,199,000","A","2169 Cumberland Dr","72","Smyrna","Cobb","7","8","1","2002","30080-4601","Teasley","Campbell","Campbell","Dan Petersen","Phone: 678-439-6699"
"8117252","$1,199,993","A","9535 Huntcliff Trce","131","Sandy Springs","Fulton","4","4","1","1981","30350","Ison Sprgs","Sndy Sprg","N Springs","Katie Brinkman","Phone: 770-804-6217"
"8125217","$1,200,000","A","6249 Ben Parks Rd","262","Murrayville","Hall","4","5","1","2001","30564","Mt Vernon","NHall","North Hall","Judi Renfroe","Phone: 404-550-5644"
"8125284","$1,200,000","A","6303 Ben Parks Rd","262","Murrayville","Hall","4","3","1","2004","30564","Mt Vernon","NHall","North Hall","Judi Renfroe","Phone: 404-550-5644"
"8121561","$1,225,000","A","8760 Colonial Pl","221","Duluth","Forsyth","6","6","1","2004","30097","Johns Crk","Riverwatch","Lambert","Florin Popescu","Phone: 770-891-2045"
"8121359","$1,225,000","A","1690 Brandon Hall Dr","121","Sandy Springs","Fulton","4","4","1","1998","30350-3703","Dunwdy Sp","Sndy Sprg","N Springs","John Scott","Phone: 4045476141"
"8126629","$1,235,000","A","3870 Powers Ferry Rd","21","Atlanta","Fulton","5","5","1","2002","30342-4052","Jackson","Sutton","N Atl","David Hutchins","Phone: 404-550-0533"
"8119396","$1,249,999","A","428 8th St","23","Atlanta","Fulton","4","4","1","2016","30309-4219","Sprngdle P","Inman","Grady","Ken Covers","Phone: 404-664-8280"
"8114201","$1,250,000","A","3807 Casteel Rd","73","Powder Springs","Cobb","5","4","0","1971","30127","Still","Lovinggood","Hillgrove","Sheila Follett","Phone: 6786978097"
"8116620","$1,250,000","A","3621 Clubland Dr","83","Marietta","Cobb","6","6","1","2017","30068","East Side","Dickerson","Walton","Terry Burger","Phone: 7702409949"
"8116515","$1,250,000","A","3872 Randall Ridge Rd","21","Atlanta","Fulton","5","3","2","1966","30327","Jackson","Sutton","N Atl","Kathryn C Boyd","Phone: 404-545-2297"
"8125334","$1,250,000","A","8765 Islesworth Ct","221","Duluth","Forsyth","7","6","1","2004","30097","Johns Crk","Riverwatch","Lambert","Dee Kolsawala","Phone: 7702311438"
"8127147","$1,275,000","A","2595 Brookwood Dr","21","Atlanta","Fulton","3","3","1","2013","30305-3776","Garden Hl","Sutton","N Atl","James Simons","Phone: 404-317-1185"
"8121472","$1,275,000","A","936 St Lyonn Cts","83","Marietta","Cobb","5","5","2","1998","30068","Mt Bethel","Dickerson","Walton","Tricia Leuallen","Phone: 6786993955"
"8116664","$1,275,000","A","4375 Pemberton Cv","14","Alpharetta","Fulton","5","4","1","1986","30022","Barnwell","Autrey Mil","Johns Crk","Kayc Carper","Phone: 4046261143"
"8124162","$1,285,000","A","1196 Goodwin Rd","51","Atlanta","DeKalb","5","5","1","2008","30324","Woodward","Sequoyah","Cross Keys","Jeffery Masarek","Phone: 404-583-2525"
"8129581","$1,295,000","A","6029 Shadburn Ferry Rd","265","Buford","Hall","5","4","1","2005","30518","Friendship","C W Davis","Flwry Brnc","Sheila K Davis","Phone: 770-235-6907"
"8113828","$1,295,000","A","1323 Manget Way","121","Atlanta","DeKalb","6","4","0","2017","30338","Dunwoody","Peachtree","Dunwoody","Matt Rhule","Phone: 678-522-5060"
"8118183","$1,300,000","A","4580 Patterson Pl","42","Stone Mountain","DeKalb","3","2","0","1981","30083","Allgood","Freedom","Clarkston","James Carswell","Phone: 678-480-7409"
"8125512","$1,338,900","A","3641 Clubland Dr","83","Marietta","Cobb","6","6","1","2016","30068","East Side","Dickerson","Walton","Kelly Allen","Phone: 404-606-2219"
"8125470","$1,350,000","A","2680 Northside Dr","21","Atlanta","Fulton","5","5","1","2017","30327","Brandon ES","Sutton","N Atl","Kelly Boudreau","Phone: 4044560536"
"8124860","$1,360,000","A","897 Springdale Rd","52","Atlanta","DeKalb","5","4","0","1925","30306","Sprngdle P","Inman","Grady","Debbie McDonald","Phone: 404-808-0998"
"8117790","$1,375,000","A","688 Mountain Dr","21","Atlanta","Fulton","5","4","1","2000","30342","Smith","Sutton","N Atl","Debbie Shay","Phone: 404-353-4777"
"8120585","$1,395,000","A","2120 Canton Vw","13","Alpharetta","Fulton","4","3","1","2017","30009","Alpharetta","Northwstrn","Cambridge","Charlcie T Forehand","Phone: 678-613-4422"
"8124912","$1,395,000","A","405 Covington Cv","14","Alpharetta","Fulton","5","5","2","1993","30022","Barnwell","Autrey Mil","Johns Crk","Paul Wegener","Phone: 404-713-7895"
"8122516","$1,395,000","A","2125 Canton Vw","13","Alpharetta","Fulton","4","3","1","2017","30009","Alpharetta","Northwstrn","Cambridge","Charlcie T Forehand","Phone: 678-613-4422"
"8115205","$1,399,000","A","540 Marsh Park Dr","14","Johns Creek","Fulton","5","5","2","1999","30097","Medlock Br","Autrey Mil","Johns Crk","Jodi Yarbrough","Phone: 4042266636"
"8119190","$1,399,900","A","485 Loridans Dr","21","Atlanta","Fulton","5","5","1","2017","30342","Smith","Sutton","N Atl","Stephen M Flanagin","Phone: 404-312-5389"
"8120859","$1,400,000","A","1254 Brook Forest Dr","52","Atlanta","DeKalb","4","4","2","2017","30324","Briar Vsta","Druid Hill","Druid Hlls","Lisa Bennett","Phone: 678-531-2996"
"8117725","$1,490,000","A","4900 Taylor Ln","265","Gainesville","Hall","5","5","0","1992","30504-5207","Mcever","Chestatee","Chestatee","Teresa Smith","Phone: 678-318-5007"
"8121718","$1,495,000","A","625 W Northway Ln","132","Sandy Springs","Fulton","4","4","2","2008","30342","High Point","Ridgeview","Riverwood","Suzanne Hanein",
"8123149","$1,495,000","A","3817 Ivy Rd","21","Atlanta","Fulton","4","4","1","2017","30342","Smith","Sutton","N Atl","Debra A Johnston","Phone: 404-312-1959"
"8125932","$1,499,900","A","8200 Habersham Waters Rd","121","Sandy Springs","Fulton","6","7","1","1988","30350-4610","Dunwdy Sp","Sndy Sprg","N Springs","Mark McKrow","Phone: 770-616-7624"
"8115227","$1,499,900","A","8340 Colonial Pl","221","Duluth","Forsyth","6","5","1","2005","30097-6635","Johns Crk","Riverwatch","Lambert","Teri Frye","Phone: 678-298-1611"
"8113814","$1,500,000","A","4788 Dudley Ln","132","Atlanta","Fulton","6","7","1","2006","30327","Heards Fry","Ridgeview","Riverwood","Chuck Wood","Phone: 404-237-0056"
"8114574","$1,500,000","A","1116 Moores Mill Rd","21","Atlanta","Fulton","6","6","2","2016","30327","Brandon ES","Sutton","N Atl","Kelly Boudreau","Phone: 4044560536"
"8124611","$1,500,000","A","2050 Sturbridge Ln","62","Buford","Gwinnett","4","3","0","1998","30519-4355","Harbins","G C Jones","Mill Creek","April D Seger","Phone: 770-271-4414"
"8114235","$1,539,000","A","2203 Lattimore Farm Dr","74","Kennesaw","Cobb","6","5","1","2015","30152","Hayes","Pine Mnt","Knnsaw Mtn","Rupinder Gill","Phone: 678-833-4111"
"8118507","$1,550,000","A","10748 Serenbe Ln","33","Chattahoochee Hills","Fulton","4","4","1","2015","30268-2286","Palmetto","Bear Creek","Creekside","Sandra Storrar","Phone: 404-310-3558"
"8120856","$1,550,000","A","1376 Lavista Rd","52","Atlanta","DeKalb","4","3","2","2017","30324","Briar Vsta","Druid Hill","Druid Hlls","Lisa Bennett","Phone: 678-531-2996"
"8125852","$1,565,000","A","575 Hickory Flat Rd","13","Milton","Fulton","3","2","1","1985","30004","Birm Falls","Northwstrn","Milton","C.W. Chandlee","Phone: 7708268276"
"8120740","$1,590,000","A","1004 Mill Creek Run","62","Suwanee","Gwinnett","8","6","1","1980","30024","Parsons","Rchard Hll","Pchtr. Rdg","Katie Arlt","Phone: 678-760-2666"
"8120199","$1,595,000","A","1725 Winterthur Close","131","Sandy Springs","Fulton","5","5","0","1976","30328-4689","Heards Fry","Ridgeview","Riverwood","Cathy D Hall","Phone: 404-915-0922"
"8115321","$1,595,000","A","1429 N Morningside Dr","23","Atlanta","Fulton","5","4","1","2017","30306-3239","Morningsid","Inman","Grady","Ashton Ernst","Phone: 4044193661"
"8128674","$1,595,000","A","3958 Land O Lakes Dr","21","Atlanta","Fulton","4","4","1","2017","30342-4229","Smith","Sutton","N Atl","Cathy Boston","Phone: 404-660-5431ext. 5468"
"8123061","$1,599,900","A","705 Balley Forrest Ct","13","Milton","Fulton","5","5","2","2017","30004","Summit Hll","Hopewell","Cambridge","Julie Allan","Phone: 404-405-6908"
"8125981","$1,625,000","A","4475 Whitestone Way","62","Suwanee","Gwinnett","6","6","2","2004","30024-7593","Level Crk","N Gwinnett","N Gwinnett","Jenifer Cusick","Phone: 770-594-2038"
"8121100","$1,625,000","A","2110 Canton Vw","13","Alpharetta","Fulton","4","3","1","2017","30009","Alpharetta","Northwstrn","Cambridge","Charlcie T Forehand","Phone: 678-613-4422"
"8129144","$1,650,000","A","3318 Bagley Trce","62","Duluth","Gwinnett","7","6","1","1999","30097","M H Mason","Rchard Hll","Pchtr. Rdg","Rosina Lakhani","Phone: 770-363-7676"
"8121540","$1,675,000","A","919 Weyman Ct","21","Atlanta","Fulton","5","5","1","2000","30327-1342","Brandon ES","Sutton","N Atl","Betsy Akers","Phone: 404-372-8144"
"8117804","$1,679,000","A","69 26th St","21","Atlanta","Fulton","5","4","2","1935","30309-2004","Rivers","Sutton","N Atl","Kelly Boudreau","Phone: 4044560536"
"8124453","$1,699,000","A","3084 Watsons Bnd","13","Milton","Fulton","5","5","2","2017","30004","Summit Hll","Hopewell","Cambridge","Laudette Doudna","Phone: 770-354-4415ext. 2083"
"8114910","$1,750,000","A","1502 Jones Rd","13","Roswell","Fulton","5","5","1","2017","30075","Mtn Park","Crabapple","Roswell","Bonnie Majher","Phone: 678-575-4439"
"8122526","$1,779,000","A","5445 Mt Vernon Pkwy","132","Sandy Springs","Fulton","4","4","1","2016","30327","Heards Fry","Ridgeview","Riverwood","Linda Robinson","Phone: 678-523-5358"
"8123792","$1,785,000","A","83 Smokerise Point","171","Peachtree City","Fayette","6","7","0","2016","30269","Crabapple","Booth","Mcintosh","Susan Fitzgerald","Phone: 770-652-7376"
"8120932","$1,785,000","A","916 Club Station Dr","21","Atlanta","Fulton","6","5","1","1987","30319-1155","Smith","Sutton","N Atl","Comer Jennings","Phone: 404-240-2710"
"8120908","$1,795,000","A","521 Peachtree Battle Ave","21","Atlanta","Fulton","5","4","1","1930","30305-4034","Rivers","Sutton","N Atl","Bonneau Ansley","Phone: 404-906-3161"
"8120282","$1,795,000","A","1060 Brookhaven Walk Way","51","Brookhaven","DeKalb","4","4","1","2017","30319","Ashford Pk","Chamblee","Chamblee","Jere E Metcalf","Phone: 770-337-7122"
"8116557","$1,795,000","A","2900 Ridgewood Cir","22","Atlanta","Fulton","6","7","0","1960","30327-1919","Jackson","Sutton","N Atl","Dawn Mullins","Phone: 404-495-8270"
"8120374","$1,797,175","A","211 N Esplanade","13","Alpharetta","Fulton","5","5","1","2015","30009","Maning Oks","Hopewell","Alpharetta","Rony Ghelerter","Phone: 703-899-6663"
"8118740","$1,799,900","A","4237 Paper Mill Rd","83","Marietta","Cobb","7","7","0","2017","30067","Sope Creek","Dickerson","Walton","Stephen M Flanagin","Phone: 404-312-5389"
"8128563","$1,800,000","A","2777 Ridgewood Rd","21","Atlanta","Fulton","5","6","2","2005","30327-1922","Jackson","Sutton","N Atl","Catherine LaMon","Phone: 404-969-1515"
"8126559","$1,839,000","A","935 Peachtree Battle Ave","21","Atlanta","Fulton","6","7","1","2014","30327","Brandon ES","Sutton","N Atl","Albert Ashkouti","Phone: 4048040860ext. 860"
"8121363","$1,850,000","A","4570 Blackland Dr","83","Marietta","Cobb","7","7","3","2000","30067","Sope Creek","Dickerson","Walton","Tony Morris","Phone: 4042188267"
"8119008","$1,899,000","A","765 Crest Valley Dr","132","Atlanta","Fulton","5","5","2","2006","30327","Heards Fry","Ridgeview","Riverwood","Katharine Reeves","Phone: 404-814-4889"
"8123210","$1,950,000","A","5001 Rebel Trl","132","Sandy Springs","Fulton","5","5","0","2017","30327","Heards Fry","Ridgeview","Riverwood","Kelly Boudreau","Phone: 4044560536"
"8121090","$1,975,000","A","5520 Claire Rose Ln","132","Atlanta","Fulton","6","5","3","2005","30327","Heards Fry","Ridgeview","Riverwood","Laura Peters","Phone: 404-229-9292"
"8128100","$1,990,000","A","957 Peachtree Battle","21","Atlanta","Fulton","5","5","2","2015","30327-1315","Brandon ES","Sutton","N Atl","Bonneau Ansley","Phone: 404-906-3161"
"8128131","$1,995,000","A","4670 Tall Pines Dr","21","Atlanta","Fulton","5","5","3","2013","30327-3326","Jackson","Sutton","N Atl","Bonneau Ansley","Phone: 404-906-3161"
"8125032","$1,995,000","A","554 Rivercliff Trce","83","Marietta","Cobb","7","7","2","2002","30067","Sope Creek","Dickerson","Walton","Carl Henry","Offc: 770-977-9500"
"8124538","$1,995,000","A","496 Broadland Rd","21","Atlanta","Fulton","5","5","1","2016","30342-3607","Jackson","Sutton","N Atl","Bedel Thome","Phone: 404-213-8035"
"8116086","$1,995,000","A","807 Courtenay Dr","23","Atlanta","Fulton","6","5","2","2017","30306","Morningsid","Inman","Grady","Hal Freeman","Phone: 404-392-2638"
"8125006","$1,999,000","A","3217 Arden Rd","21","Atlanta","Fulton","4","4","1","1992","30305","Brandon ES","Sutton","N Atl","Doni K Rhineheart","Phone: 404-626-5122"
